status;title;url;programme;appel;annee;etat;duree;subvention;financeurs;disciplines;path
accepted;Bien-être des parents d’enfants ayant un trouble du spectre de l’autisme : études comparatives interculturelle et inter-trouble;https://iresp.net/projets_finances/bien-etre-des-parents-denfants-ayant-un-trouble-du-spectre-de-lautisme-etudes-comparatives-interculturelle-et-inter-trouble/;Autonomie;Autisme et sciences humaines et sociales (session 2);2021;En cours;36 mois;148 746,00 €;CNSA;None;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\016_2021_bien_etre_des_parents_d_enfants_ayant_un_trouble_du_spectre_de_l_autisme_etudes_comparatives_interculturelle_et_inter_tr.txt
rejected;Biomarqueurs de la maladie d’Alzheimer dans le Syndrome de Korsakoff;https://iresp.net/projets_finances/biomarqueurs-de-la-maladie-dalzheimer-dans-le-syndrome-de-korsakoff/;Addictions;Conduites Addictives et Drogues;2024;En cours;48 mois;304 398,00;Fonds de lutte contre les addictions;Neuropsychologie/Neuroimagerie/Biologie/Addiction;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\032_2024_biomarqueurs_de_la_maladie_d_alzheimer_dans_le_syndrome_de_korsakoff.txt
rejected;BPCO incidente : trajectoire du sevrage tabagique et impact sur la santé respiratoire;https://iresp.net/projets_finances/bpco-incidente-trajectoire-du-sevrage-tabagique-et-impact-sur-la-sante-respiratoire/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;En cours;36 mois;107 937;Fonds de Lutte Contre le Tabac;Médecine;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\033_2018_bpco_incidente_trajectoire_du_sevrage_tabagique_et_impact_sur_la_sante_respiratoire.txt
accepted;CAP-APPA – Coordinations pour l’Activité Physique Adaptée à la Prévention de la Perte d’Autonomie des personnes âgées;https://iresp.net/projets_finances/cap-appa-coordinations-pour-lactivite-physique-adaptee-a-la-prevention-de-la-perte-dautonomie-des-personnes-agees/;Autonomie;Blanc (session 13);2022;Clos;12 mois;49 680,00 €;CNSA;Sciences sociales: santé publique, sociologie, psychologie, psychosociologie, sciences juridiques, épidémiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\017_2022_cap_appa_coordinations_pour_l_activite_physique_adaptee_a_la_prevention_de_la_perte_d_autonomie_des_personnes_agees.txt
rejected;ChecKnow : Evaluation du déploiement et de l’efficacité de l’analyse de drogues en France;https://iresp.net/projets_finances/checknow-evaluation-du-deploiement-et-de-lefficacite-de-lanalyse-de-drogues-en-france/;Addictions;Lutter contre les usages de substances psychoactives et les addictions;2021;En cours;36 mois;206 287;Fonds de Lutte Contre les Addictions;"Médecine ; Santé publique ; Toxicologie (analyse des drogues)";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\034_2021_checknow_evaluation_du_deploiement_et_de_l_efficacite_de_l_analyse_de_drogues_en_france.txt
rejected;Chômage, alimentation et habitudes de vie dans Constances;https://iresp.net/projets_finances/chomage-alimentation-et-habitudes-de-vie-dans-constances/;Services, interventions et politiques favorables à la santé;Général - volet Prévention;2017;Clos;36 mois;50 100,00 €;MILDECA;Sociologie / Epidémiologie / Biostatistiques;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\035_2017_chomage_alimentation_et_habitudes_de_vie_dans_constances.txt
rejected;Cinétique de croissance précoce : déterminants et liens avec la santé ultérieure dans les cohortes de naissance EDEN et Elfe (EarlyGrowth);https://iresp.net/projets_finances/cinetique-de-croissance-precoce-determinants-et-liens-avec-la-sante-ulterieure-dans-les-cohortes-de-naissance-eden-et-elfe/;Services, interventions et politiques favorables à la santé;Général - Volet Prévention;2016;Clos;30 mois;100100;DGS;"Epidémiologie ; Biostatistiques ; Pédiatrie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\036_2016_cinetique_de_croissance_precoce_determinants_et_liens_avec_la_sante_ulterieure_dans_les_cohortes_de_naissance_eden_et_el.txt
accepted;Co-construction d’une Éducation Thérapeutique du patient dans une démarche de recherche communautaire avec des patients APhasiques Et leurs aidantS (ETAPES);https://iresp.net/projets_finances/co-construction-dune-deducation-therapeutique-du-patient-dans-une-demarche-de-recherche-communautaire-avec-des-patients-aphasiques-et-leurs-aidants-etapes/;Autonomie;Blanc (session 12);2021;Clos;24 mois;128 962,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\018_2021_co_construction_d_une_education_therapeutique_du_patient_dans_une_demarche_de_recherche_communautaire_avec_des_patients_.txt
accepted;Co-construction, expérimentation et validation d’un questionnaire de mesure de la Qualité de Vie et des Conditions de Travail des professionnels exerçant dans le secteur du Handicap;https://iresp.net/projets_finances/co-construction-experimentation-et-validation-dun-questionnaire-de-mesure-de-la-qualite-de-vie-et-des-conditions-de-travail-des-professionnels-exercant-dans-le-secteur-du-handicap/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2024;En cours;18 mois;106 511,00;CNSA;Sciences de gestion, Sociologie du travail, Psychologie du travail, Psychométrie,Gestion des ressources humaines;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\019_2024_co_construction_experimentation_et_validation_d_un_questionnaire_de_mesure_de_la_qualite_de_vie_et_des_conditions_de_tra.txt
rejected;Co-usage de tabac-cannabis chez les jeunes adultes : explorer les trajectoires, pratiques, perceptions et attentes;https://iresp.net/projets_finances/co-usage-de-tabac-cannabis-chez-les-jeunes-adultes-explorer-les-trajectoires-pratiques-perceptions-et-attentes/;Addictions;Substances psychoactives et comportements avec pouvoir addictif;2023;En cours;36 mois;168 175,00;Fonds de lutte contre les addictions;Sciences humaines et sociales / Santé publique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\037_2023_co_usage_de_tabac_cannabis_chez_les_jeunes_adultes_explorer_les_trajectoires_pratiques_perceptions_et_attentes.txt
accepted;Collaborations professionnelles et solidarités au travail dans les Etablissements d’Hébergement pour Personnes Agées Dépendantes : une interrogation au prisme de la crise sanitaire;https://iresp.net/projets_finances/collaborations-professionnelles-et-solidarites-au-travail-dans-les-etablissements-dhebergement-pour-personnes-agees-dependantes-une-interrogation-au-prisme-de-la-crise-sanitaire/;Autonomie;Établissements, services et transformation de l'offre médico-sociale (session 2);2020;Clos;24 mois;107 065,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\020_2020_collaborations_professionnelles_et_solidarites_au_travail_dans_les_etablissements_d_hebergement_pour_personnes_agees_dep.txt
rejected;Elaboration d’outils collaboratifs de réduction des risques en pathologies duelle pour des personnes accueillies sur des dispositifs de type un chez soi d’abord (COLOC PAIRR UCSA);https://iresp.net/projets_finances/coloc-pairr-ucsa-elaboration-doutils-collaboratifs-de-reduction-des-risques-en-pathologies-duelle-pour-des-personnes-accueillies-sur-des-dispositifs-de-type-un-chez-soi-dabord/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;Clos;12 mois;50 000;Fonds de Lutte Contre les Addictions;Addictologie, Psychiatrie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\038_2022_elaboration_d_outils_collaboratifs_de_reduction_des_risques_en_pathologies_duelle_pour_des_personnes_accueillies_sur_des.txt
accepted;COMMENT REDONNER LE PLAISIR DE MANGER A LA PERSONNE AGEE DEPENDANTE;https://iresp.net/projets_finances/comment-redonner-le-plaisir-de-manger-a-la-personne-agee-dependante/;Autonomie;Les établissements et services médico-sociaux pour personnes âgées en perte d’autonomie et personnes handicapées;2018;Clos;36 mois;150 000,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\021_2018_comment_redonner_le_plaisir_de_manger_a_la_personne_agee_dependante.txt
accepted;Communauté de recherche mixte sur les déficiences visuelles;https://iresp.net/projets_finances/communaute-de-recherche-mixte-sur-les-deficiences-visuelles/;Autonomie;Soutien aux communautés mixtes de recherche;2023;En cours;48 mois;248 877,00 €;CNSA;Ergonomie, Psychologie, Sciences de l'éducation, Informatique, Sciences cognitives;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\022_2023_communaute_de_recherche_mixte_sur_les_deficiences_visuelles.txt
accepted;Communauté mixte de recherche « Santé mentale-Handicap psychique » Bretagne;https://iresp.net/projets_finances/communaute-mixte-de-recherche-sante-mentale-handicap-psychique-bretagne/;Autonomie;Soutien à la structuration de communauté mixte de recherche (session 3);2022;En cours;36 mois;190 929,00 €;CNSA;sociologie, géographie de la santé, science politique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\023_2022_communaute_mixte_de_recherche_sante_mentale_handicap_psychique_bretagne.txt
accepted;Communication, Expression, Lecture, Ecriture pour les Personnes Autistes dites à bas niveau de fonctionnement – Recherche participative avec création d’un outil de sciences citoyennes;https://iresp.net/projets_finances/communication-expression-lecture-ecriture-pour-les-personnes-autistes-dites-a-bas-niveau-de-fonctionnement-recherche-participative-avec-creation-dun-outil-de-sciences-citoyennes/;Autonomie;Autisme et sciences humaines et sociales (session 1);2020;En cours;48 mois;246 857,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\024_2020_communication_expression_lecture_ecriture_pour_les_personnes_autistes_dites_a_bas_niveau_de_fonctionnement_recherche_par.txt
accepted;Communication numérique en contexte de surdité : le cas des pilotes sourds;https://iresp.net/projets_finances/communication-numerique-en-contexte-de-surdite-le-cas-des-pilotes-sourds/;Autonomie;Blanc (session 9);2018;Clos;36 mois;148 841,00 €;CNSA;None;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\025_2018_communication_numerique_en_contexte_de_surdite_le_cas_des_pilotes_sourds.txt
rejected;Comparaison d’un suivi en filière physiologique, avec prise en charge globale et personnalisée des couples en périnatalité, versus suivi en filière conventionnelle, sur l’établissement précoce de la relation mère-enfant, le vécu de l’accouchement et;https://iresp.net/projets_finances/comparaison-dun-suivi-en-filiere-physiologique-avec-prise-en-charge-globale-et-personnalisee-des-couples-en-perinatalite-versus-suivi-en-filiere-conventionnelle-sur-letablissement/;Services, interventions et politiques favorables à la santé;Recherche en santé publique;2020;Clos;31 mois;307 473,00 €;DGS;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\039_2020_comparaison_d_un_suivi_en_filiere_physiologique_avec_prise_en_charge_globale_et_personnalisee_des_couples_en_perinatalit.txt
accepted;Comparaison et changement dans le financement des aides techniques pour les personnes handicapées – une étude internationale;https://iresp.net/projets_finances/comparaison-et-changement-dans-le-financement-des-aides-techniques-pour-les-personnes-handicapees-une-etude-internationale/;Autonomie;Blanc (session 10);2019;Clos;24 mois;147 860,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\026_2019_comparaison_et_changement_dans_le_financement_des_aides_techniques_pour_les_personnes_handicapees_une_etude_internationa.txt
rejected;ComPaRe Addictions : une e-cohorte nationale d’usagers de substances nichée dans la plateforme de recherche collaborative ComPaRe;https://iresp.net/projets_finances/compare-addictions/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;36 mois;337 437;Fonds de Lutte Contre les Addictions;Santé Publique, Epidémiologie, Sciences sociales, Neurosciences, Psychiatrie, Psychologie, Neuropsychologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\040_2022_compare_addictions_une_e_cohorte_nationale_d_usagers_de_substances_nichee_dans_la_plateforme_de_recherche_collaborative_.txt
rejected;Approches statistiques complexes pour modéliser et quantifier l’impact de l’exposition aux médicaments à partir de données médico-administratives : application à la grossesse;https://iresp.net/projets_finances/complex-statistical-approaches-for-modelling-and-quantifying-the-impact-of-drug-exposure-from-medico-administrative-data-application-to-pregnancy/;Services, interventions et politiques favorables à la santé;Général - Volet Prévention;2017;Clos;36 mois;99 990,00;CNAMTS;"Biostatistique ; Pharmaco-épidémiologie ;";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\041_2017_approches_statistiques_complexes_pour_modeliser_et_quantifier_l_impact_de_l_exposition_aux_medicaments_a_partir_de_donne.txt
rejected;Compréhension de la singularité psychique des sujets adultes à Haut Potentiel Intellectuel face aux conduites addictives et nouvelles pistes de prise en charge;https://iresp.net/projets_finances/comprehension-de-la-singularite-psychique-des-sujets-adultes-a-haut-potentiel-intellectuel-face-aux-conduites-addictives-et-nouvelles-pistes-de-prise-en-charge/;Addictions;Recherches pour lutter contre les usages de substances psychoactives et les addictions;2020;En cours;36 mois;;Fonds de Lutte Contre les Addictions;Psychologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\042_2020_comprehension_de_la_singularite_psychique_des_sujets_adultes_a_haut_potentiel_intellectuel_face_aux_conduites_addictives.txt
